Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-10-21,2006,D,H,0.74,0.14,0.12,1.72,3.4,5.0,H,1.72,False,-100.0
2006-10-21,2006,D,H,0.48,0.15,0.37,1.9,3.25,4.0,H,1.9,False,-100.0
2006-10-21,2006,H,H,0.65,0.19,0.16,1.28,5.0,10.0,H,1.28,True,28.000000000000004
2006-10-21,2006,H,H,0.38,0.32,0.3,2.3,3.1,3.1,H,2.3,True,129.99999999999997
2006-10-22,2006,A,H,0.58,0.27,0.15,2.37,3.1,2.75,H,2.37,False,-100.0
2006-10-22,2006,H,H,0.56,0.33,0.11,1.9,3.25,4.0,H,1.9,True,89.99999999999999
2006-10-22,2006,H,H,0.49,0.23,0.28,2.4,3.1,2.87,H,2.4,True,140.0
2006-10-22,2006,A,A,0.09,0.27,0.64,5.5,3.6,1.61,A,1.61,True,61.00000000000001
2006-10-22,2006,H,H,0.81,0.14,0.05,1.8,3.3,4.5,H,1.8,True,80.0
2006-10-28,2006,D,H,0.62,0.34,0.04,1.4,4.0,9.0,H,1.4,False,-100.0
2006-10-28,2006,H,H,0.57,0.29,0.14,1.53,3.6,6.5,H,1.53,True,53.0
2006-10-28,2006,A,D,0.25,0.39,0.36,2.1,3.25,3.4,D,3.25,False,-100.0
2006-10-28,2006,A,A,0.26,0.32,0.42,4.33,3.3,1.83,A,1.83,True,83.0
2006-10-28,2006,A,A,0.07,0.38,0.55,12.0,4.5,1.3,A,1.3,True,30.000000000000004
2006-10-28,2006,H,H,0.52,0.33,0.15,1.8,3.3,4.5,H,1.8,True,80.0
2006-10-28,2006,D,A,0.32,0.28,0.4,3.6,3.3,2.0,A,2.0,False,-100.0
2006-10-28,2006,D,H,0.61,0.24,0.15,1.8,3.3,4.5,H,1.8,False,-100.0
2006-10-29,2006,H,A,0.37,0.16,0.47,2.5,3.2,2.75,A,2.75,False,-100.0
2006-10-30,2006,H,H,0.46,0.28,0.26,2.37,3.1,3.0,H,2.37,True,137.0
