Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-08-19,2006,H,H,0.6303918711024771,0.18944034553135897,0.18016778336616388,2.0,3.2,3.75,H,2.0,True,100.0
2006-08-19,2006,H,H,0.5399962708392552,0.29467288537394043,0.16533084378680438,2.3,3.1,3.1,H,2.3,True,129.99999999999997
2006-08-19,2006,D,H,0.8879421332971067,0.09045557409250081,0.02160229261039243,1.28,4.5,13.0,H,1.28,False,-100.0
2006-08-19,2006,H,H,0.44286672710584646,0.3241837985355429,0.2329494743586106,2.62,3.2,2.6,H,2.62,True,162.0
2006-08-19,2006,H,H,0.6905377220517557,0.17809347765839492,0.13136880028984937,1.72,3.5,4.75,H,1.72,True,72.0
2006-08-20,2006,H,H,0.8085574685977007,0.13778113884565166,0.05366139255664754,1.22,5.5,13.0,H,1.22,True,21.999999999999996
2006-08-20,2006,H,H,0.7683329920449515,0.1576142293895107,0.07405277856553771,1.22,5.5,13.0,H,1.22,True,21.999999999999996
2006-08-22,2006,H,H,0.6111814137035535,0.23935780706012738,0.14946077923631904,1.5,3.75,7.0,H,1.5,True,50.0
2006-08-22,2006,D,A,0.31013273359983395,0.2637674484984485,0.42609981790171747,2.87,3.2,2.4,A,2.4,False,-100.0
2006-08-23,2006,D,H,0.369519999367383,0.2626777899840362,0.3678022106485808,2.2,3.1,3.1,H,2.2,False,-100.0
2006-08-23,2006,H,A,0.05980151107089424,0.19478241043415148,0.7454160784949542,8.5,3.75,1.44,A,1.44,False,-100.0
2006-08-23,2006,D,H,0.4149698350764119,0.3047814469252266,0.2802487179983615,2.4,3.2,2.87,H,2.4,False,-100.0
2006-08-23,2006,D,H,0.45136779869152804,0.28351290305226845,0.26511929825620345,2.3,3.1,3.1,H,2.3,False,-100.0
2006-08-23,2006,H,A,0.3643097046321671,0.19570480958795325,0.43998548577987956,1.9,3.25,4.0,A,4.0,False,-100.0
2006-08-23,2006,A,A,0.07942117524361292,0.14695319519040073,0.7736256295659862,7.5,3.6,1.5,A,1.5,True,50.0
2006-08-26,2006,H,H,0.5132464465790009,0.24737621160447304,0.2393773418165261,1.9,3.25,4.0,H,1.9,True,89.99999999999999
