Date,Season,Actual,Predicted,HomeProb,DrawProb,AwayProb,HomeOdds,DrawOdds,AwayOdds,Bet_Outcome,Bet_Odds,Won,PnL
2006-08-19,2006,H,A,0.3326585195118271,0.2485742953663439,0.41876718512182887,2.0,3.2,3.75,A,3.75,False,-100.0
2006-08-19,2006,H,H,0.5873144015638798,0.04003246070560026,0.3726531377305199,2.3,3.1,3.1,H,2.3,True,129.99999999999997
2006-08-19,2006,D,H,0.8017130559389368,0.18781203423902323,0.010474909822039937,1.28,4.5,13.0,H,1.28,False,-100.0
2006-08-19,2006,H,A,0.2938658985372177,0.2536580771330554,0.4524760243297269,2.62,3.2,2.6,A,2.6,False,-100.0
2006-08-19,2006,H,H,0.7899838597838752,0.07005945076653665,0.13995668944958825,1.72,3.5,4.75,H,1.72,True,72.0
2006-08-20,2006,H,H,0.8167174820274812,0.04792992310042527,0.13535259487209345,1.22,5.5,13.0,H,1.22,True,21.999999999999996
2006-08-20,2006,H,H,0.9177354794038498,0.027737573893573064,0.05452694670257721,1.22,5.5,13.0,H,1.22,True,21.999999999999996
2006-08-22,2006,H,H,0.5946831513598879,0.3462511788179355,0.05906566982217654,1.5,3.75,7.0,H,1.5,True,50.0
2006-08-22,2006,D,A,0.25102993843100074,0.043727193494901784,0.7052428680740976,2.87,3.2,2.4,A,2.4,False,-100.0
2006-08-23,2006,D,A,0.30345424402132026,0.08776502657966002,0.6087807293990197,2.2,3.1,3.1,A,3.1,False,-100.0
2006-08-23,2006,H,A,0.04564085324818672,0.32670928478107325,0.62764986197074,8.5,3.75,1.44,A,1.44,False,-100.0
2006-08-23,2006,D,H,0.482972587565785,0.20756087014582594,0.30946654228838905,2.4,3.2,2.87,H,2.4,False,-100.0
2006-08-23,2006,D,D,0.2583693791176331,0.40016174162119633,0.34146887926117053,2.3,3.1,3.1,D,3.1,True,210.0
2006-08-23,2006,H,A,0.1840984897709468,0.04512118320449463,0.7707803270245586,1.9,3.25,4.0,A,4.0,False,-100.0
2006-08-23,2006,A,A,0.26495688657631705,0.3418164038413883,0.3932267095822946,7.5,3.6,1.5,A,1.5,True,50.0
2006-08-26,2006,H,D,0.18697908032886662,0.7684282862511538,0.044592633419979585,1.9,3.25,4.0,D,3.25,False,-100.0
2006-08-26,2006,A,A,0.0426938948715594,0.3049171269762607,0.6523889781521799,7.5,4.33,1.4,A,1.4,True,39.99999999999999
2006-08-26,2006,A,H,0.6076713161018096,0.3231366201420628,0.0691920637561276,1.72,3.4,5.0,H,1.72,False,-100.0
2006-08-26,2006,H,A,0.3336232565903022,0.10918031016558638,0.5571964332441115,2.5,3.1,2.8,A,2.8,False,-100.0
2006-08-26,2006,H,H,0.7063527770455041,0.2540815227569322,0.03956570019756363,1.44,4.0,7.5,H,1.44,True,43.99999999999999
2006-08-26,2006,H,D,0.3601938027745952,0.40244618242824176,0.23736001479716307,1.9,3.25,4.0,D,3.25,False,-100.0
2006-08-26,2006,H,A,0.007914672202030557,0.009738582261010357,0.982346745536959,5.5,3.6,1.61,A,1.61,False,-100.0
2006-08-27,2006,H,A,0.18256823859153212,0.17123148943790606,0.6462002719705617,2.37,3.1,3.0,A,3.0,False,-100.0
2006-08-27,2006,A,D,0.23412862167228982,0.4483390316743445,0.31753234665336566,6.5,3.6,1.53,D,3.6,False,-100.0
2006-08-28,2006,A,H,0.8538973413498031,0.08217060463722756,0.06393205401296922,2.0,3.2,3.75,H,2.0,False,-100.0
2006-09-09,2006,H,H,0.9346339862233146,0.05529367759787873,0.010072336178806755,1.2,5.5,17.0,H,1.2,True,19.999999999999996
2006-09-09,2006,D,H,0.9188234934176538,0.07041013841052297,0.010766368171823287,1.33,4.33,10.0,H,1.33,False,-100.0
2006-09-09,2006,H,H,0.6832790564428499,0.22338102559610107,0.09333991796104904,1.66,3.4,5.5,H,1.66,True,65.99999999999999
2006-09-09,2006,H,A,0.23184887998387455,0.2729938183342472,0.49515730168187844,3.75,3.2,2.0,A,2.0,False,-100.0
2006-09-09,2006,H,H,0.6771048750106499,0.15694256680493324,0.165952558184417,1.83,3.25,4.5,H,1.83,True,83.0
2006-09-09,2006,D,D,0.15611783167850055,0.570710209814328,0.2731719585071715,2.62,3.2,2.62,D,3.2,True,220.00000000000003
2006-09-09,2006,A,H,0.5513567985989546,0.2583801068347593,0.190263094566286,1.72,3.4,5.0,H,1.72,False,-100.0
2006-09-09,2006,H,H,0.836199654112697,0.15617611934287873,0.007624226544424134,1.5,3.75,7.0,H,1.5,True,50.0
2006-09-10,2006,D,H,0.5020194754448916,0.19653929903078735,0.30144122552432107,2.1,3.2,3.5,H,2.1,False,-100.0
2006-09-11,2006,H,H,0.415101570235084,0.3319777954463788,0.2529206343185372,2.3,3.1,3.1,H,2.3,True,129.99999999999997
2006-09-16,2006,D,H,0.7068322264889759,0.18584626663079257,0.10732150688023151,1.72,3.4,5.0,H,1.72,False,-100.0
