Season,ROI
2001,-0.6475862068965519
2002,-4.019219219219219
2003,-5.279310344827586
2004,2.9231292517006793
2005,2.7305389221556884
2006,-5.029940119760479
2007,-3.3928571428571432
2008,2.3988095238095237
2009,-8.398809523809526
2010,-11.738095238095237
2011,-6.059880239520958
2012,3.017857142857143
2013,8.238095238095237
2014,5.065476190476191
2015,-12.511904761904763
2016,8.833333333333334
2017,-3.6047904191616764
2018,5.6190476190476195
2019,-10.142857142857142
2020,-12.109756097560975
